,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER_x,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,YEAR,LICENSE NUMBER_y,total_pop,medhhinc,share_BA+,a35to64_share,metro_GDP,Cook_U3_ann_avg,which_ssa,in_ssa,num_sites,num_renewals
3437,1355155-20060216,1668186,262804,1,"AVESHAM DEVELOPMENT, LLC","AVESHAM DEVELOPMENT, LLC",4444 W FULLERTON AVE,CHICAGO,IL,60639.0,31.0,24.0,31-24,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1355155.0,RENEW,,12/21/2005,02/10/2006,N,02/16/2006,02/15/2007,02/10/2006,02/14/2006,AAI,,,41.924456209,-87.73839567899999,"(41.92445620908509, -87.73839567880194)",2006,1355155.0,5552.0,48562.0,9.9,28.6,545932.0,4.866666666666666,0.0,0.0,24.0,5.0
3438,1742118-20110716,2096848,308516,1,ABERDEEN CITGO INC.,CITGO,1053 W 103RD ST 1,CHICAGO,IL,60643.0,34.0,12.0,34-12,22.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1742118.0,RENEW,,05/16/2011,07/07/2011,N,07/16/2011,07/15/2013,07/07/2011,07/07/2011,AAI,,,41.706744981,-87.64983046200001,"(41.70674498103866, -87.64983046166067)",2011,1742118.0,2259.0,42628.0,19.2,33.8,529859.9,10.441666666666666,0.0,0.0,15.0,3.0
3439,1000920-20051005,1616450,200470,1,KS & MH CORPORATION,AMERICAN  PETROLEUM,2950 N CICERO AVE,CHICAGO,IL,60641.0,31.0,18.0,31-18,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1000920.0,C_CAPA,06/22/2005,08/03/2005,08/15/2005,N,10/05/2005,08/15/2005,09/29/2005,10/05/2005,AAI,,,41.934878681,-87.74687541,"(41.93487868147403, -87.74687541003577)",2005,1000920.0,6320.0,42794.0,8.0,27.7,534392.2,6.400000000000001,0.0,0.0,21.0,5.0
3440,1140651-20040216,1409612,15535,6,BATH & BODY WORKS INC,BATH & BODY WORKS.INC.#1401,2828 N CLARK ST,CHICAGO,IL,60657.0,44.0,45.0,44-45,19.0,1010,Limited Business License,,,1140651.0,RENEW,,12/15/2003,01/29/2004,N,02/16/2004,08/15/2004,12/22/2003,01/30/2004,AAI,,8.0,41.933474039000004,-87.64559929200001,"(41.93347403945103, -87.64559929166136)",2004,1140651.0,2015.0,51349.0,36.92307692307693,28.686868686868692,523290.0,6.833333333333332,8.0,1.0,25.0,5.0
3441,41547-20050216,1555904,34548,1,ARACELI AGUILAR,CHELA'S GIFT SHOP,1512 W 18TH ST,CHICAGO,IL,60608.0,25.0,24.0,25-24,12.0,1010,Limited Business License,,,41547.0,RENEW,,12/20/2004,02/14/2005,N,02/16/2005,02/15/2006,02/14/2005,03/21/2005,AAI,,,41.857936794000004,-87.66432735,"(41.85793679387159, -87.66432734957797)",2005,41547.0,2571.0,20139.0,10.0,17.5,534392.2,6.400000000000001,0.0,0.0,12.0,12.0
3442,1277675-20040216,1465604,253524,1,JACQUELINE BAEZ,SALON ILLISION,2952 W BELMONT AVE,CHICAGO,IL,60618.0,33.0,2.0,33-2,17.0,1010,Limited Business License,,,1277675.0,RENEW,,12/15/2003,02/26/2004,N,02/16/2004,02/15/2005,12/22/2003,02/27/2004,AAI,,,41.939474864,-87.702371551,"(41.93947486399865, -87.70237155149098)",2004,1277675.0,3916.0,43162.0,6.537282941777325,56.89136968656076,523290.0,6.833333333333332,0.0,0.0,3.0,2.0
3443,20105-20040216,1461048,88714,1,LINDAHL BROTHERS INC,LINDAHL BROTHERS INC,3301 S CALIFORNIA AVE  1,CHICAGO,IL,60608.0,12.0,4.0,12-4,9.0,1010,Limited Business License,,,20105.0,RENEW,,12/15/2003,01/22/2004,N,02/16/2004,02/15/2005,12/22/2003,01/23/2004,AAI,,,41.833675441,-87.69477897700001,"(41.83367544075492, -87.69477897652062)",2004,20105.0,10399.0,26964.0,1.1251081834791807,50.321039271315506,523290.0,6.833333333333332,0.0,0.0,12.0,12.0
3444,16927-20150516,2386620,6969,2,BLOOMFIELD CORPORATION,BLOOMFIELD CORPORATION,6636  MELTON RD  1ST,PORTAGE,IN,46368.0,,,,,1010,Limited Business License,,,16927.0,RENEW,,03/15/2015,03/24/2015,N,05/16/2015,05/15/2017,03/24/2015,03/25/2015,AAI,,,,,,2015,,,,,,,,0.0,0.0,12.0,12.0
3445,2087774-20110316,2087774,304982,2,PATRICIA KEPOROS,PATRICIA KEPOROS,400 N LA SALLE DR 12TH 1212,CHICAGO,IL,60654.0,42.0,46.0,42-46,18.0,1605,Street Performer,,,2087774.0,ISSUE,03/16/2011,03/16/2011,03/16/2011,N,03/16/2011,02/15/2013,,03/16/2011,AAC,12/29/2012,,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)",2011,2087774.0,3607.0,92011.0,84.7,31.5,529859.9,10.441666666666666,0.0,0.0,8.0,0.0
3446,77377-20020816,1330850,67151,1,DARLINGTON HOTEL,DARLINGTON HOTEL,4700 N RACINE AVE # 1ST,CHICAGO,IL,60640.0,46.0,35.0,46-35,19.0,1371,Single Room Occupancy Class I,,,77377.0,RENEW,,01/09/2003,01/17/2003,N,08/16/2002,08/15/2003,01/17/2003,04/02/2003,AAI,,34.0,41.967249011,-87.65979793700001,"(41.967249011135735, -87.65979793738676)",2003,77377.0,7471.0,29743.0,18.846205327265423,54.66435853048664,510351.3,7.458333333333332,34.0,1.0,3.0,3.0
3447,55782-20020816,1258103,39636,1,KYUNG SUN SHIN,MILITARY ARTS INSTITUTE INC,5543 N BROADWAY  1ST,CHICAGO,IL,60640.0,48.0,3.0,48-3,20.0,1010,Limited Business License,,,55782.0,RENEW,,06/28/2002,09/26/2002,N,08/16/2002,08/15/2003,12/22/2003,05/07/2004,AAI,,26.0,41.983080342,-87.659906223,"(41.98308034222255, -87.65990622324908)",2004,55782.0,10044.0,32136.0,19.59378733572282,53.41744243018128,523290.0,6.833333333333332,26.0,1.0,8.0,1.0
3448,31092-20060216,1654573,22618,5,SIGNATURE FLIGHT SUPPORT,SIGNATURE FLIGHT SUPPORT CORP,521  OLD CARGO RD  O'HARE,CHICAGO,IL,60660.0,,,,,1010,Limited Business License,,,31092.0,RENEW,,12/21/2005,02/23/2006,N,02/16/2006,02/15/2007,02/23/2006,02/24/2006,AAI,,,,,,2006,,,,,,,,0.0,0.0,39.0,6.0
3449,1493444-20050816,1613911,277190,1,"PBSS, INC.",CERMAK KEDZI EXXON,3202 W CERMAK RD,CHICAGO,IL,60623.0,24.0,44.0,24-44,10.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1493444.0,RENEW,,06/21/2005,07/18/2005,N,08/16/2005,08/15/2006,07/18/2005,07/19/2005,AAI,,,41.851873058,-87.705386784,"(41.85187305783481, -87.7053867838598)",2005,1493444.0,274.0,24940.0,26.5,36.1,534392.2,6.400000000000001,0.0,0.0,39.0,9.0
3450,1547841-20051102,1547841,285673,1,"MOMIN GROUP, INC.",ONE STOP CITGO,2950 N CICERO AVE,CHICAGO,IL,60641.0,31.0,18.0,31-18,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1547841.0,ISSUE,12/08/2004,10/04/2005,10/06/2005,N,11/02/2005,08/15/2006,11/01/2005,11/02/2005,AAI,,,41.934878681,-87.74687541,"(41.93487868147403, -87.74687541003577)",2005,1547841.0,6320.0,42794.0,8.0,27.7,534392.2,6.400000000000001,0.0,0.0,12.0,3.0
3451,53903-20110216,2071209,64581,1,CMC SERVICE OF CHICAGO LIMITED LIABILITY COMPANY,GREAT CLIPS,3165 N BROADWAY  1ST,CHICAGO,IL,60657.0,44.0,30.0,44-30,19.0,1010,Limited Business License,,,53903.0,RENEW,,12/15/2010,02/18/2011,N,02/16/2011,02/15/2013,02/18/2011,02/22/2011,AAI,,8.0,41.939598342,-87.64423854399999,"(41.93959834225195, -87.6442385442321)",2011,53903.0,6580.0,54187.0,77.8,32.8,529859.9,10.441666666666666,8.0,1.0,34.0,12.0
3452,1681211-20060816,1723449,29757,3,WASHINGTON & JANE SMITH COMMUNITY - BEVERLY,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),11308 S OAKLEY AVE,CHICAGO,IL,60643.0,19.0,67.0,19-67,22.0,1005,Long-Term Care Facility,,,1681211.0,RENEW,,06/21/2006,04/16/2007,N,08/16/2006,08/15/2007,04/16/2007,04/18/2007,AAI,,,41.687974999,-87.679064369,"(41.68797499871112, -87.67906436861988)",2007,1681211.0,5814.0,46183.0,15.8,34.1,553134.7,5.25,0.0,0.0,37.0,3.0
3453,1274040-20031116,1431763,39926,2,KOBS STRATEGIC CONSULTING INC,KOBS STRATEGIC CONSULTING,155 N MICHIGAN AVE,CHICAGO,IL,60601.0,42.0,44.0,42-44,1.0,1010,Limited Business License,,,1274040.0,RENEW,,09/26/2003,11/07/2003,N,11/16/2003,11/15/2004,11/07/2003,11/10/2003,AAI,,,41.884636249,-87.62431388700001,"(41.88463624920333, -87.62431388722874)",2003,1274040.0,5305.0,76862.0,27.46465598491989,61.65957446808511,510351.3,7.458333333333332,0.0,0.0,5.0,4.0
3454,12606-20020816,1255108,27056,1,SIGMUNT KIMMEL,COTE D'OR COIFFURES,40 E OAK ST 1ST,CHICAGO,IL,60611.0,42.0,24.0,42-24,18.0,1010,Limited Business License,,,12606.0,RENEW,,06/28/2002,07/19/2002,N,08/16/2002,08/15/2003,07/19/2002,07/22/2002,AAI,,,41.900880086,-87.62685888899999,"(41.90088008552061, -87.62685888861459)",2002,12606.0,7081.0,76776.0,31.407993221296426,56.03941513032422,503971.1,7.6416666666666675,0.0,0.0,3.0,3.0
3455,56243-20070216,1783384,64644,1,"H WEAVER,J BERRY,H SHALLOP",PET SUPPLY PLUS,3640 N ELSTON AVE 1ST,CHICAGO,IL,60618.0,35.0,4.0,35-4,17.0,1053,Pet Shop,,,56243.0,RENEW,,12/20/2006,01/26/2007,N,02/16/2007,04/15/2008,01/26/2007,01/29/2007,AAI,,,41.947349986999996,-87.710122288,"(41.94734998687162, -87.71012228783088)",2007,56243.0,5477.0,45489.0,18.6,30.20000000000001,553134.7,5.25,0.0,0.0,16.0,7.0
3456,31401-20060816,1723765,31853,1,WOK'S 'N' THINGS INC,"WOK'S ""N"" THINGS, INC.",2234 S WENTWORTH AVE 1ST,CHICAGO,IL,60616.0,25.0,14.0,25-14,9.0,1010,Limited Business License,,,31401.0,RENEW,,06/21/2006,07/07/2006,N,08/16/2006,08/15/2007,07/07/2006,07/07/2006,AAI,,,41.85189277,-87.63213878,"(41.85189277010586, -87.63213877988592)",2006,31401.0,5555.0,28087.0,11.6,34.90000000000001,545932.0,4.866666666666666,0.0,0.0,10.0,10.0
3457,49822-20031116,1428211,17225,1,SEVEN BROTHERS CORP.,SEVEN BROTHERS CORP.,7453 S STATE ST,CHICAGO,IL,60619.0,6.0,11.0,6-11,3.0,1010,Limited Business License,,,49822.0,RENEW,,09/26/2003,11/04/2003,N,11/16/2003,11/15/2004,11/04/2003,11/05/2003,AAI,,,41.758432673,-87.624617996,"(41.75843267275446, -87.62461799573633)",2003,49822.0,2912.0,45924.0,11.744505494505495,59.252064108790684,510351.3,7.458333333333332,0.0,0.0,20.0,5.0
3458,2073699-20110812,2073699,298338,2,"LITTLE HANDS AND FEET LEARNING CENTER, INC.",LITTLE HANDS AND FEET LEARNING CENTER,1414 W 87TH ST 1 1,CHICAGO,IL,60620.0,21.0,68.0,21-68,6.0,1586,Day Care Center Under 2 and 2 - 6 Years,,,2073699.0,ISSUE,12/20/2010,04/05/2011,04/05/2011,N,08/12/2011,07/15/2012,08/12/2011,08/12/2011,AAI,,,41.735961882,-87.65890494700001,"(41.73596188169255, -87.6589049465472)",2011,2073699.0,3136.0,36270.0,4.3,40.5,529859.9,10.441666666666666,0.0,0.0,6.0,0.0
3459,1193024-20021116,1296598,219719,1,BISMILLAH INC,SHELL FOOD MART,5500 S PULASKI RD,CHICAGO,IL,60629.0,13.0,15.0,13-15,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1193024.0,RENEW,,09/24/2002,10/09/2002,N,11/16/2002,11/15/2003,10/09/2002,10/09/2002,AAI,,,41.793155061,-87.723303765,"(41.793155060731024, -87.72330376464247)",2002,1193024.0,5505.0,42324.0,5.104450499545868,50.815660685154974,503971.1,7.6416666666666675,0.0,0.0,3.0,1.0
3460,40546-20051014,1619316,15976,2,KENNY LOVE ENTERPRISES INC,KEN'S AMOCO,4300 S STATE ST # 1ST,CHICAGO,IL,60609.0,3.0,19.0,3-19,2.0,1275,Filling Station,666,Operation of a Fuel Filling Station,40546.0,C_CAPA,07/29/2005,07/29/2005,07/29/2005,N,10/14/2005,02/15/2006,10/13/2005,10/14/2005,AAI,,,41.816395834,-87.626412894,"(41.81639583392806, -87.62641289428794)",2005,40546.0,0.0,,,,534392.2,6.400000000000001,0.0,0.0,19.0,6.0
3461,1619598-20070216,1793740,294620,1,JOAQUIN URIZAR,JOAQUIN URIZAR,4950 W NEWPORT AVE,CHICAGO,IL,60641.0,31.0,34.0,31-34,16.0,1604,"Peddler, non-food",,,1619598.0,RENEW,,12/20/2006,02/14/2007,N,02/16/2007,02/15/2009,,02/15/2007,AAI,,,41.943442562,-87.751457895,"(41.94344256231672, -87.75145789549545)",2007,1619598.0,7982.0,44434.0,8.1,31.1,553134.7,5.25,0.0,0.0,4.0,3.0
3462,1488365-20050816,1613627,274615,8,"JIFFY LUBE INTERNATIONAL, INC.",JIFFY LUBE #593,3630 N ELSTON AVE,CHICAGO,IL,60618.0,35.0,4.0,35-4,17.0,1010,Limited Business License,,,1488365.0,RENEW,,06/21/2005,08/01/2005,N,08/16/2005,08/15/2006,08/01/2005,08/02/2005,AAI,,,41.947166208,-87.709855066,"(41.947166208446276, -87.70985506619749)",2005,1488365.0,5477.0,45489.0,18.6,30.20000000000001,534392.2,6.400000000000001,0.0,0.0,83.0,3.0
3463,1357359-20060816,1731966,263950,1,JPA AUTOMOTIVE INC.,BEST AUTO SERVICE,6435 N HARLEM AVE,CHICAGO,IL,60631.0,41.0,11.0,41-11,16.0,1569,Motor Vehicle Repair : Engine Only (Class II),,,1357359.0,RENEW,,06/21/2006,09/27/2006,N,08/16/2006,08/15/2007,12/12/2006,12/13/2006,AAI,,,41.997873376,-87.806643812,"(41.997873376357305, -87.8066438120223)",2006,1357359.0,7908.0,58586.0,21.8,32.4,545932.0,4.866666666666666,0.0,0.0,7.0,6.0
3464,1620383-20110216,2072272,294919,1,GEORGE BENIAMIN,FOUR SEASONS,2923 W DEVON AVE,CHICAGO,IL,60659.0,50.0,26.0,50-26,24.0,1010,Limited Business License,,,1620383.0,RENEW,,12/15/2010,02/04/2011,N,02/16/2011,02/15/2013,02/04/2011,02/07/2011,AAI,,43.0,41.997390609,-87.70306173,"(41.997390608640195, -87.7030617299986)",2011,1620383.0,8232.0,47571.0,27.5,33.2,529859.9,10.441666666666666,43.0,1.0,13.0,8.0
3465,1822759-20110116,2067851,318319,1,CBG DRYWALL & TAPING INC.,CBG DRYWALL & TAPING INC.,4856 W MONTANA ST 1ST FLOOR 1ST,CHICAGO,IL,60639.0,31.0,23.0,31-23,25.0,1011,Home Repair,,,1822759.0,RENEW,,11/15/2010,01/07/2011,N,01/16/2011,01/15/2013,01/07/2011,01/10/2011,AAC,12/29/2012,,41.925270784,-87.74861316399999,"(41.925270784282006, -87.74861316353008)",2011,1822759.0,6881.0,39789.0,11.5,35.0,529859.9,10.441666666666666,0.0,0.0,7.0,1.0
3466,1356803-20091116,2042067,263624,1,LEONEL LOEZA JR.,LEONEL LOEZA JR.,6437 S KILPATRICK AVE,CHICAGO,IL,60629.0,13.0,36.0,13-36,8.0,1605,Street Performer,,,1356803.0,RENEW,,06/21/2010,06/21/2010,N,11/16/2009,11/15/2011,,06/21/2010,AAI,,,41.775533098000004,-87.73961115600001,"(41.7755330983029, -87.73961115561566)",2010,1356803.0,1772.0,52337.0,10.7,34.90000000000001,522483.5,10.875,0.0,0.0,12.0,6.0
3467,1047554-20110516,2086143,204742,1,ACCESS SEARCH INC,ACCESS SEARCH INC,218 N JEFFERSON ST  302,CHICAGO,IL,60661.0,42.0,18.0,42-18,12.0,1010,Limited Business License,,,1047554.0,RENEW,,03/15/2011,05/25/2011,N,05/16/2011,05/15/2013,05/25/2011,05/26/2011,AAI,,,41.886355394,-87.642939524,"(41.88635539432257, -87.6429395236823)",2011,1047554.0,6524.0,104296.0,84.6,31.9,529859.9,10.441666666666666,0.0,0.0,12.0,12.0
3468,1677917-20061027,1677917,287247,2,NAVI PETROLEUM USA INC,MIDWEST,1932 E 75TH ST,CHICAGO,IL,60649.0,8.0,57.0,8-57,3.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1677917.0,ISSUE,02/01/2006,02/15/2006,02/15/2006,N,10/27/2006,02/15/2007,10/27/2006,10/27/2006,AAI,,,41.758973539,-87.577299189,"(41.758973539257624, -87.57729918921719)",2006,1677917.0,1568.0,26809.0,23.9,24.7,545932.0,4.866666666666666,0.0,0.0,25.0,7.0
3469,2213704-20130616,2247608,11237,1,"METRO FORD SALES & SERVICE, INC.",METRO FORD SALES & SERVICE INC,6455 S WESTERN AVE,CHICAGO,IL,60636.0,16.0,33.0,16-33,8.0,8340,Motor Vehicle Services License,712,Motor Vehicle Repair - Engine and Transmission Work,2213704.0,RENEW,,04/15/2013,05/23/2013,N,06/16/2013,06/15/2015,05/23/2013,05/24/2013,AAI,,3.0,41.775804666999996,-87.68340685700001,"(41.77580466723032, -87.68340685744094)",2013,2213704.0,2677.0,31406.0,2.7,31.6,543675.4,9.624999999999998,3.0,1.0,21.0,4.0
3470,1518076-20060816,1733655,280690,1,J G SERVICE INC.,J G SERVICE INC.,2920 N CICERO AVE,CHICAGO,IL,60641.0,31.0,18.0,31-18,25.0,1010,Limited Business License,,,1518076.0,RENEW,,06/21/2006,11/28/2006,N,08/16/2006,08/15/2007,11/28/2006,11/29/2006,AAI,,,41.933944015,-87.746835658,"(41.933944015245004, -87.74683565781527)",2006,1518076.0,6320.0,42794.0,8.0,27.7,545932.0,4.866666666666666,0.0,0.0,8.0,3.0
3471,1694454-20090716,1973077,302579,1,"ABBAS MANAGEMENT, LLC",LAWRENCE SHELL,4800 N ASHLAND AVE,CHICAGO,IL,60640.0,47.0,31.0,47-31,20.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1694454.0,RENEW,,05/15/2009,07/06/2009,N,07/16/2009,07/15/2011,07/06/2009,07/07/2009,AAI,,31.0,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)",2009,1694454.0,4847.0,52426.0,32.8,29.20000000000001,516755.6,10.55,31.0,1.0,67.0,7.0
3472,1646120-20051012,1646120,296669,1,ROBERTO CORNEJO,MAYRA'S DOLLAR STORE,6116 S KEDZIE AVE,CHICAGO,IL,60629.0,23.0,1.0,23-1,8.0,1010,Limited Business License,,,1646120.0,ISSUE,10/11/2005,10/11/2005,10/11/2005,N,10/12/2005,11/15/2006,10/11/2005,10/12/2005,AAI,,,41.782093179,-87.703371603,"(41.78209317933497, -87.70337160280712)",2005,1646120.0,5814.0,35769.0,3.3,24.8,534392.2,6.400000000000001,0.0,0.0,2.0,1.0
3473,80305-20060216,1662315,67680,1,THERMAL REMEDIATION INC,THERMAL REMEDIATION INC,956 S BARTLETT   250,BARTLETT,IL,60103.0,,,,,1010,Limited Business License,,,80305.0,RENEW,,12/21/2005,01/24/2006,N,02/16/2006,02/15/2007,01/24/2006,01/25/2006,AAI,,,,,,2006,,,,,,,,0.0,0.0,10.0,10.0
3474,1354598-20111016,2111746,262521,1,"ESA GAS, INC.",MARATHON GAS,3000 W 63RD ST,CHICAGO,IL,60629.0,16.0,32.0,16-32,8.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1354598.0,RENEW,,08/15/2011,10/04/2011,N,10/16/2011,10/15/2013,10/04/2011,10/04/2011,AAI,,3.0,41.779152451,-87.698330615,"(41.7791524505009, -87.69833061516842)",2011,1354598.0,1790.0,23788.0,8.7,21.9,529859.9,10.441666666666666,3.0,1.0,41.0,10.0
3475,1965079-20090430,1965079,342512,1,SHALIMAR INCORPORATED,SHALIMAR KABAB AND BURRITOS,2319 W DEVON AVE 1,CHICAGO,IL,60659.0,50.0,32.0,50-32,24.0,1006,Retail Food Establishment,,,1965079.0,ISSUE,04/13/2009,04/13/2009,04/13/2009,N,04/30/2009,02/15/2011,04/30/2009,04/30/2009,AAC,06/25/2010,43.0,41.997647338,-87.688261183,"(41.99764733751051, -87.68826118291257)",2009,1965079.0,9948.0,46607.0,21.4,30.000000000000004,516755.6,10.55,43.0,1.0,1.0,0.0
3476,73967-20080616,1900722,46399,1,RUFUS LAVANDAS KING,V K G -VAN KING GRAPHICS ADVER,655 W IRVING PARK RD  1210,CHICAGO,IL,60613.0,46.0,28.0,46-28,19.0,1012,Home Occupation,,,73967.0,RENEW,,04/15/2008,05/20/2008,N,06/16/2008,06/15/2010,05/20/2008,05/21/2008,AAI,,,41.954493956,-87.64724433100001,"(41.95449395556194, -87.64724433122487)",2008,73967.0,5106.0,60735.0,41.0,29.8,536770.8,6.433333333333334,0.0,0.0,8.0,8.0
3477,1648630-20061116,1763492,298124,1,"TATRY CABINETRY, INC.","TATRY CABINETRY, INC.",267 N CALIFORNIA AVE,CHICAGO,IL,60612.0,27.0,36.0,27-36,12.0,1009,Manufacturing Establishments,,,1648630.0,RENEW,,09/20/2006,10/11/2006,N,11/16/2006,11/15/2007,10/11/2006,11/03/2006,AAI,,,41.886162604,-87.696277136,"(41.88616260432614, -87.69627713588369)",2006,1648630.0,119.0,16625.0,0.0,37.8,545932.0,4.866666666666666,0.0,0.0,6.0,2.0
3478,1892479-20080916,1920468,328061,1,"KNIGHT CAPITAL AMERICAS, L.P.","KNIGHT EQUITY MARKETS, LP",225 W WASHINGTON ST 3RD 300,CHICAGO,IL,60606.0,42.0,9.0,42-9,1.0,1010,Limited Business License,,,1892479.0,RENEW,,07/15/2008,08/01/2008,N,09/16/2008,09/15/2010,08/01/2008,08/04/2008,AAI,,,41.883099158,-87.63460036299999,"(41.88309915782265, -87.63460036317278)",2008,1892479.0,1625.0,78125.0,36.1,23.7,536770.8,6.433333333333334,0.0,0.0,2.0,1.0
3479,1355155-20050216,1567843,262804,1,"AVESHAM DEVELOPMENT, LLC","AVESHAM DEVELOPMENT, LLC",4444 W FULLERTON AVE,CHICAGO,IL,60639.0,31.0,24.0,31-24,25.0,1275,Filling Station,666,Operation of a Fuel Filling Station,1355155.0,RENEW,,12/20/2004,02/08/2005,N,02/16/2005,02/15/2006,02/08/2005,02/09/2005,AAI,,,41.924456209,-87.73839567899999,"(41.92445620908509, -87.73839567880194)",2005,1355155.0,5552.0,48562.0,9.9,28.6,534392.2,6.400000000000001,0.0,0.0,24.0,5.0
3480,61691-20100116,2005638,41808,1,"43RD DAN RYAN CITGO, INC.",43RD DAN RYAN CITGO,4300 S WENTWORTH AVE  1ST,CHICAGO,IL,60609.0,3.0,18.0,3-18,9.0,1275,Filling Station,666,Operation of a Fuel Filling Station,61691.0,RENEW,,11/16/2009,01/14/2010,N,01/16/2010,01/15/2012,01/14/2010,01/15/2010,AAI,,,41.816394534000004,-87.63134009,"(41.81639453372854, -87.6313400897933)",2010,61691.0,1593.0,15111.0,14.4,32.3,522483.5,10.875,0.0,0.0,33.0,10.0
3481,22159-20030216,1311938,29463,1,ARKEN & CO,ARKEN & CO,2449-2451 N CICERO AVE,CHICAGO,IL,60639.0,31.0,23.0,31-23,25.0,1011,Home Repair,,,22159.0,RENEW,,12/17/2002,02/18/2003,N,02/16/2003,02/15/2004,03/05/2003,03/06/2003,AAI,,,41.92569998,-87.746208061,"(41.92569998026972, -87.74620806111369)",2003,22159.0,2197.0,50109.0,6.46335912608102,50.4746835443038,510351.3,7.458333333333332,0.0,0.0,11.0,7.0
3482,1518930-20050216,1572104,281094,1,"LINK DEVELOPMENT, LLC","LINK DEVELOPMENT, LLC",2026 W BELMONT AVE,CHICAGO,IL,60618.0,32.0,42.0,32-42,19.0,1020,Residential Real Estate Developer,,,1518930.0,RENEW,,12/20/2004,03/03/2005,N,02/16/2005,02/15/2006,03/03/2005,03/04/2005,AAI,,,41.939669004,-87.679457306,"(41.93966900384796, -87.67945730570419)",2005,1518930.0,1594.0,83472.0,43.0,19.3,534392.2,6.400000000000001,0.0,0.0,4.0,3.0
3483,1333162-20040216,1466673,258619,1,JALIN BEAUTY SALON INC,JAYLIN BEAUTY SALON,2923 N MILWAUKEE AVE,CHICAGO,IL,60618.0,35.0,6.0,35-6,14.0,1010,Limited Business License,,,1333162.0,RENEW,,12/15/2003,03/17/2004,N,02/16/2004,02/15/2005,12/22/2003,03/18/2004,AAC,09/30/2004,,41.934471489,-87.71602875,"(41.9344714886691, -87.71602875048568)",2004,1333162.0,9103.0,32821.0,4.536965835438867,55.993872079662964,523290.0,6.833333333333332,0.0,0.0,2.0,0.0
3484,47177-20020216,1200870,16778,1,AJOY ENTERPRISES INC.,BP,2751 W PETERSON AVE 1ST,CHICAGO,IL,60659.0,40.0,10.0,40-10,20.0,1275,Filling Station,666,Operation of a Fuel Filling Station,47177.0,RENEW,,12/20/2001,01/23/2002,N,02/16/2002,02/15/2003,01/23/2002,01/24/2002,AAI,,,41.990334747,-87.699086506,"(41.990334747385596, -87.69908650620005)",2002,47177.0,13163.0,42674.0,14.282458406138414,57.64760576476058,503971.1,7.6416666666666675,0.0,0.0,34.0,8.0
3485,56076-20090616,1966105,39754,2,D & D AUTO PARTS INC,D & D AUTO PARTS,3778 S ARCHER AVE,CHICAGO,IL,60632.0,12.0,13.0,12-13,9.0,1010,Limited Business License,,,56076.0,RENEW,,04/15/2009,05/19/2009,N,06/16/2009,06/15/2011,05/19/2009,05/20/2009,AAI,,,41.824913976,-87.68685096899999,"(41.82491397563717, -87.68685096909321)",2009,56076.0,3188.0,34570.0,14.0,24.3,516755.6,10.55,0.0,0.0,25.0,12.0
3486,40900-20140916,2343279,34341,1,JAMES CLARK COMPANY INC,JAMES CLARK COMPANY,155 N MICHIGAN AVE  607,CHICAGO,IL,60601.0,42.0,44.0,42-44,1.0,1010,Limited Business License,,,40900.0,RENEW,,07/15/2014,09/15/2014,N,09/16/2014,09/15/2016,09/15/2014,09/16/2014,AAI,,,41.884636249,-87.62431388700001,"(41.88463624920333, -87.62431388722874)",2014,40900.0,10534.0,103318.0,81.0,43.7,552838.1,7.508333333333334,0.0,0.0,12.0,12.0
3487,2196292-20121023,2196292,376519,1,HR4NON-PROFITS Inc,HR4NON-PROFITS Inc.,840 E 87TH ST SECOND 211,CHICAGO,IL,60619.0,8.0,,8-,,1010,Limited Business License,,,2196292.0,ISSUE,,10/21/2012,10/22/2012,N,10/23/2012,11/15/2014,10/22/2012,10/23/2012,AAI,,51.0,41.73677981,-87.60321223,"(41.73677981018207, -87.60321223024016)",2012,2196292.0,3156.0,22054.0,9.4,40.4,545391.7,9.625,51.0,1.0,1.0,0.0
