ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME
8632,1,"THE NORTHSIDE CAFE, INC.",NORTHSIDE BAR & GRILL
8636,1,THE ART OF PIZZA INC,THE ART OF PIZZA INC
8639,2,CICERO DELI INC.,MONTROSE DELI & FRUIT MARKET
8649,2,29 WEST HUBBARD CORPORATION,O'CALLAGHAN'S
8654,1,R.M. LUCAS CO.,R M LUCAS COMPANY
8662,1,"SUPERMERCADO EL GUERO NO. 8, INC.",SUPERMERCADO EL GUERO NO. 8
8666,1,CARNEGIE-SARGENT'S PHARMACY,CARNEGIE-SARGENT'S PHARMACY
8677,2,159 LIMITED PARTNERSHIP,WILDFIRE
8773,2,COSMEDENT INC,COSMEDENT INC.
8841,1,HELM ELECTRICAL SERVICES INC,HELM ELECTRICAL SERVICES INC
8872,1,BRIGHTON HOME PRODUCTS,BRIGHTON HOME PRODUCTS
8877,1,GERMAN AMERICAN NATIONAL CONGRESS CHAPTER CHICAGO -- NORTH AND D.A.N.K. HOUSE,DANK HAUS GERMAN AMERICAN CULTURAL CENTER
8880,4,EVERGREEN INTERNATIONAL,EVERGREEN INTERNATIONAL
8886,1,LINCOLN PROVISION INC,LINCOLN PROVISION INC
8886,5,LINCOLN PROVISION INC,LINCOLN PROVISION INC.
8891,1,"CHICAGOLAND HEATING AND AIR CONDITIONING, INC.","CHICAGOLAND HEATING AND AIR CONDITIONING, INC."
8909,1,PYRAMID PARTNERSHIP INC,PYRAMID PARTNERSHIP INC
8930,1,ACCURATE PERFORATING CO INC,PERFORATING
8930,2,ACCURATE PERFORATING CO INC,ACCURATE METAL FABRICATING
8948,1,JIE RONG DENG,ARDEN RESTAURANT
8970,141,"COMPASS GROUP USA, INC.",R29 AT THE FRANKLIN
8970,141,"COMPASS GROUP USA, INC.",R29 AT THE FRANKLIN
8970,152,"COMPASS GROUP USA, INC.",EUREST DINING
8970,152,"COMPASS GROUP USA, INC.",EUREST DINING
8970,153,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES
8970,153,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES
8970,155,"COMPASS GROUP USA, INC.",ILLINOIS CENTER FOR REHABILITATION AND EDUCATION WOOD ST.
8970,155,"COMPASS GROUP USA, INC.",ILLINOIS CENTER FOR REHABILITATION AND EDUCATION WOOD ST.
8970,156,"COMPASS GROUP USA, INC.",ILLINOIS CENTER FOR REHABILITATION AND EDUCATION - ROOSEVELT
8970,156,"COMPASS GROUP USA, INC.",ILLINOIS CENTER FOR REHABILITATION AND EDUCATION - ROOSEVELT
8970,160,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,160,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,162,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,162,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,163,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,163,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,164,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,164,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,165,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,165,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,166,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,166,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,167,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,167,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,169,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,169,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,170,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,170,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,171,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,171,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,172,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,172,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,173,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,173,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,174,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,174,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,175,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,175,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,176,"COMPASS GROUP USA, INC.",CHARTWELLS
8970,176,"COMPASS GROUP USA, INC.",CHARTWELLS
8975,1,FINEST FASHIONS INC,FINEST FASHIONS INC
8989,5,"FIRESIDE PUB,INCORPORATED",FIRESIDE TAVERN AND GRILL
8995,1,J & A ORIENTAL FOOD MART INC,J & A ORIENTAL FOOD MART
9034,1,"BRYN MAWR CARE, INC.","BRYN MAWR CARE, INC."
9040,2,V A M D INCORPORATION,HARCZAK SAUSAGES
9058,2,"HOGEN'S GRILL, INC.",THE DAILY BAR & GRILL
9064,1,"GEORGE E. QUILL & SONS, INC.","GEORGE E. QUILL & SONS, INC."
9067,1,M.H.M. CORP.,SUNRISE FOOD AND LIQUORS
9104,1,RAUDEL CARLOS,TACO & BURRITOS PALACE
9106,1,"THE COUNTRY'S BEST PIZZA, INC.",PIZZA CAPRI / ZIG ZAG KITCHEN
9149,1,"DOUBLE R FOOD & LIQUOR, INC.",DOUBLE R FOOD & LIQUOR INC
9153,1,"BURNHAM QUICK MART, INC.",M&M QUICK FOOD
9201,2,TAYLOR ELECTRIC COMPANY,TAYLOR ELECTRIC COMPANY
9201,2,TAYLOR ELECTRIC COMPANY,TAYLOR ELECTRIC COMPANY
9204,1,"PERFECT FOOD & LIQUORS, INC.",PERFECT FOOD & LIQUOR
9208,1,S.J.D.E. CORPORATION,MORRY'S DELI
9244,19,TRATTORIA PIZZERIA ROMA INC.,WOODIE'S FLAT
9255,1,"ARROW MESSENGER SERVICE, INC.",ARROW MESSENGER SERVICE INC
9321,1,"NORTHERN WEATHERMAKERS HVAC, INC.","NORTHERN WEATHERMAKERS HVAC, INC"
9339,1,"HALF SHELL, INC.",HALF SHELL INC
9343,2,"BEAT KITCHEN, INC.",BEAT KITCHEN
9343,2,"BEAT KITCHEN, INC.",BEAT KITCHEN
9345,1,CHICAGO KALBI INC,CHICAGO KALBI INC
9349,1,ILLINOIS BAR & GRILL INC,ILLINOIS BAR & GRILL INC
9353,1,MINER & EAST INC,MINER & EAST INC
9360,1,CHICAGO METAL ROLLED PRODUCTS COMPANY,CHICAGO METAL ROLLED PRODUCTS
9363,2,"LSL INDUSTRIES, INC",LSL INDUSTRIES INC.
9363,3,"LSL INDUSTRIES, INC","LSL INDUSTRIES, INC"
9386,1,LUNA RESTAURANT CORPORATION,MARIA'S MEXICAN RESTURANT
9387,1,"BRETT'S, INC.",ORANGE ON ROSCOE
9387,1,"BRETT'S, INC.",ORANGE ON ROSCOE
9397,1,LUDWIK ENTERPRISES INC,THE MANOR
9399,2,TERRY G LONG,D & D HEATING & COOLING
9399,4,TERRY G LONG,D & D HEATING & COOLING
9406,1,PASTAFRESH CO.,PASTA FRESH CO
9413,1,FUSHING CO,FUSHING CO
9414,1,"LAWRY'S THE PRIME RIB, INC.",LAWRY'S THE PRIME RIB
9421,1,"THREE RINGS, INC.",THE MAP ROOM
9447,1,SAN SOO GAB SAN CORP,SAN SOO GAB SAN CORP
9450,13,BOBAK SAUSAGE COMPANY,Bobak Sausage Company
9456,1,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL & TOWER
9456,3,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL & TOWER
9456,4,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL & TOWER
9456,5,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL/TOWERS
9456,6,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL/TOWER
9456,7,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL/TOWER
9456,8,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL/TOWERS
9456,9,SCH&T CORPORATION OF ILLINOIS,SHERATON HOTEL/TOWERS
9456,10,SCH&T CORPORATION OF ILLINOIS,SHERATON CHICAGO HOTEL/TOWERS
9495,1,FATHER & SON PIZZERIA LIMITED PTSH,FATHER & SON PIZZERIA LTD
9496,1,P.S. BANGKOK RESTAURANT INC,P S BANGKOK RESTAURANT INC
9506,1,MARSZALIK & SONS LIMITED,MARSZALIK & SONS LTD
9521,2,"MORE HEAD UNLIMITED, INC.",PEQUOD'S PIZZA
9525,1,NAAZ FOODS INC,DUNKIN DONUTS
9529,1,"LUCKY GRILL, INC.",LUCKY GRILL INC
9531,3,"SUNG KYU, INC.",Q-STOP
9534,1,CLARK-FOSTER LIQUORS INC,ANDERSONVILLE WINE & SPIRITS
9535,1,FRESH BUY FOODS INC,SUPER FAIR FOODS
9538,3,THE GETTYS GROUP INC,"The Gettys Group, Inc."
9563,1,"PEREZ, INC.","PEREZ, INC."
9582,1,CHICAGO SYMPHONY ORCHESTRA,CHICAGO SYMPHONY ORCHESTRA/THE ORCHESTRAL ASSOCIATION
9582,1,CHICAGO SYMPHONY ORCHESTRA,CHICAGO SYMPHONY ORCHESTRA/THE ORCHESTRAL ASSOCIATION
9584,3,"SPIRIT CRUISES, LLC",THE SPIRIT OF CHICAGO
9584,4,"SPIRIT CRUISES, LLC",CHICAGO ELITE
9631,1,WELLINGTON FOOD MART INC,WELLINGTON FOOD MART INC
9633,1,A & L INC,CHICKEN HUT
9634,1,TAQUERIA LOS GALLO 2 INC,TAQUERIA LOS GALLOS 2 INC
9641,1,THE SLEE CORPORATION,THE SLEE CORPORATION
9659,1,METRO FENCE COMPANY,METRO FENCE COMPANY
9763,1,157 OHIO GRILL INC.,Sayat Nova
9803,1,RADAIOS BROTHERS FRANKSVILLE INC,RADAIOS BROS FRANKSVILLE INC
9805,1,HINA ENTERPRISES INC,7-ELEVEN FOOD STORE
9816,1,"CRYSTAL RESTAURANT, INC.",CHARLOTTE'S BAR AND GRILL
9828,1,MIGUEL ZAVALA,MIGUEL ZAVALA
9832,1,HALOGEN SUPPLY CO,HALOGEN SUPPLY CO
9833,1,WINDY CITY INC,WINDY CITY INC
9859,1,THE BRUSS COMPANY,THE BRUSS COMPANY
9860,1,"MILANO'S PIZZA & SPECIALTIES, INC.",MILANO'S PIZZA
9890,1,"LAZARE PRINTING CO., INC.",LAZARE PRINTING CO INC
9948,1,"VICTOR'S TAP, INC.",ESTRELLA BLANCA NIGHT CLUB
9961,1,CAROLE ROBERTSON CENTER FOR LEARNING,CAROLE ROBERTSON CENTER FOR LEARNING
9997,1,ABEL BARBA INC,EL GALLO DE ORO RESTAURANT
10002,1,CELINA MROZEK,CELINA DELI
10006,4,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,4,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,8,"OLD TOWN VALET SERVICE, INC.",OLD TOWN VALET SERVICE
10006,9,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,9,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,11,"OLD TOWN VALET SERVICE, INC.",OLD TOWN VALET SERVICE
10006,13,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,13,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10006,24,"OLD TOWN VALET SERVICE, INC.","OLD TOWN VALET SERVICE, INC."
10009,1,CHICAGO BAGEL AUTHORITY,CHICAGO BAGEL AUTHORITY
10012,1,"BULLISTRON'S, INC.",AUGIE'S
10013,1,"ADDISON GROUP, INC.",OKOCIM BAR & GRILL
10030,1,YANGO'S GRILL INC,YANGO'S GRILL
10046,1,"SUPERMERCADO EL GUERO NO.10, INC.",SUPERMERCADO EL GUERO #10 INC
10057,2,GHIRARDELLI CHOCOLATE CO,GHIRARDELLI CHOCOLATE SHOP & SODA FOUNTAIN
10057,4,GHIRARDELLI CHOCOLATE CO,GHIRARDELLI CHOCOLATE CO
10058,3,CANADY ENTERPRISE CORP_V,MCDONALDS
10081,3,AMERICAN AUDIO VISUAL CO.,Absolute Production Services
10115,1,JOHN LOYE,JOHN LOYE & SON
10160,1,WESTERN AVE. MIKE'S PLACE INC.,MIKE'S PLACE
10168,1,ADVANCE WHEEL CORPORATION,ADVANCE WHEEL CORPORATION
10215,1,RAMINOV SHOW INC,DI DI RAMINOV SHOW INC
10216,1,THE NEIGHBORHOOD TAP INC.,NEIGHBORHOOD TAP INC.
10219,3,"HUNTER PARKING, INCORPORATED",HUNTER PARKING
10219,4,"HUNTER PARKING, INCORPORATED",HUNTER PARKING INC
10219,8,"HUNTER PARKING, INCORPORATED",HUNTER PARKING INC.
10219,10,"HUNTER PARKING, INCORPORATED",HUNTER PARKING INC.
10219,18,"HUNTER PARKING, INCORPORATED","HUNTER PARKING, INCORPORATED"
10221,2,OVIDIO VARGAS,TAQUERIA SIGLO XX
10234,1,MICHELLA TERRACE INC.,MICHELLA TERRACE
10240,1,SKY CHOP SUEY INC,SKY CHOP SUEY INC
10247,1,"WISHBONE LINCOLN, INC.",WISHBONE RESTAURANT
10307,1,KOSTANTINOS SPANOS,HELLAS PASTRY SHOP
10320,2,225 W. ONTARIO CORP.,MAGNUM'S/WHITE STAR
10323,2,"BEST BUY STORES, L.P.",BEST BUY
10323,2,"BEST BUY STORES, L.P.",BEST BUY
10323,5,"BEST BUY STORES, L.P.",BEST BUY #814
10323,5,"BEST BUY STORES, L.P.",BEST BUY #814
10323,7,"BEST BUY STORES, L.P.",BEST BUY
10323,7,"BEST BUY STORES, L.P.",BEST BUY
10323,9,"BEST BUY STORES, L.P.",BEST BUY
10323,9,"BEST BUY STORES, L.P.",BEST BUY
10347,1,LA CAFFE LIMITED,LA CAFFE LTD
10356,2,"CHICAGO WHIRLY, INC.",WHIRLYBALL
10356,2,"CHICAGO WHIRLY, INC.",WHIRLYBALL
10373,3,"ESSANNAY SHOW-IT, INC.","Essannay Show-it, Inc."
10373,3,"ESSANNAY SHOW-IT, INC.","Essannay Show-it, Inc."
10471,2,L V M CORP,Inn at LIncoln Park
10510,1,"WILL'S NORTHWOODS INN, INC.",WILL'S NORTHWOODS INN
10541,1,VENTFABRICS INC,VENTFABRICS INC
10566,1,K-FIVE CONSTRUCTION CORPORATIO,K-FIVE CONSTRUCTION CORPORATIO
10597,1,UNICORN CLUB LIMITED,THE STEAMWORKS
10601,1,MARTHA SOLIS,PARK VIEW RESTAURANT
10624,1,"NJARAVELIL, INC",PARKSIDE
10627,1,OSCEOLA FENCE CORPORATION,OSCEOLA FENCE CORPORATION
10678,1,D C HENNING INC,BLACK SHEEP
10683,2,"STAR OF SUPERSTARS, INC.",AMARIT RESTAURANT
10701,2,MURPHY MARBLE COMPANY,MURPHY MARBLE CO
10701,3,MURPHY MARBLE COMPANY,MURPHY MARBLE COMPANY
10725,1,"IL SONG JUNG RESTAURANT, INC.",KOREAN BBQ HOUSE
10767,2,"TBWA\WORLDHEALTH CHICAGO, INC.",CAHG
10772,2,RED-D-ARC INC,RED-D-ARC INC
10773,1,"SPICE, INC.",THE NORTHMAN
10773,1,"SPICE, INC.",THE NORTHMAN
10787,1,"TRUST ME & CO., INC",VAUGHANS PUB
10789,1,PMG INCORPORATED,MCGEE'S TAVERN & GRILLE
10815,1,SEMINARY CO OP BOOKSTORE INC,SEMINARY CO-OP BOOKSTORES
10815,2,SEMINARY CO OP BOOKSTORE INC,57 ST BOOKS
10966,3,KARIS PHARMACY INC,NORWOOD HEALTHMART DRUGS
11016,2,"MEADE ELECTRIC COMPANY, INC.",MEADE ELECTRIC COMPANY
11016,2,"MEADE ELECTRIC COMPANY, INC.",MEADE ELECTRIC COMPANY
11019,1,PROGRESS ELECTRIC COMPANY,PROGRESS ELECTRIC CO
11032,1,"BUCKERIDGE DOOR CO, INC.","BUCKERIDGE DOOR CO, INC."
11049,1,VETERANS SQUARE DONUTS INC,DUNKIN DONUTS
11058,1,LISA M CONEY,PARKWAY HOAGYES
11061,1,"E R & J FOOD & LIQUOR, INC","E R & J FOOD & LIQUOR, INC"
11065,1,"MATTHEWS ROOFING CO., INC.",MATTHEW ROOFING CO. INC
11065,2,"MATTHEWS ROOFING CO., INC.",MATTHEWS ROOFING CO INC
11071,1,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #1860
11071,5,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #1940
11071,7,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #1708
11071,8,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #2465
11071,11,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #2431
11071,12,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #2668
11071,15,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #3158
11071,16,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #2458
11071,18,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #3895
11071,23,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 4666
11071,25,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  #5002
11071,26,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #5063
11071,27,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #3301
11071,28,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #5012
11071,29,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 5211
11071,31,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  # 5195
11071,32,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  # 5310
11071,34,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #5478
11071,40,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  #5392
11071,45,"FAMILY DOLLAR, INC.",FAMILY  DOLLAR  #5834
11071,46,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 5539
11071,48,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #5630
11071,49,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  #5719
11071,52,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #6083
11071,53,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 5692
11071,54,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #6092
11071,56,"FAMILY DOLLAR, INC.",FAMILY DOLLAR INC #6130
11071,59,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #6514
11071,60,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #6460
11071,61,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #6423
11071,63,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6618
11071,64,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6527
11071,66,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6542
11071,67,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE  # 6918
11071,69,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE  #6573
11071,73,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE  #6594
11071,75,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6681
11071,77,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6778
11071,80,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE # 6772
11071,82,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6944
11071,85,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7156
11071,87,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7050
11071,89,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7057
11071,94,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7078
11071,102,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #6642
11071,108,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7361
11071,111,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7469
11071,112,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE #7570
11071,113,"FAMILY DOLLAR, INC.",FAMILY DOLLAR  STORE # 6538
11071,115,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE # 7612
11071,116,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,117,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 7653
11071,118,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,119,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,121,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 7726
11071,122,"FAMILY DOLLAR, INC.","FAMILY DOLLAR, INC."
11071,123,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,125,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,126,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORES
11071,127,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 28348
11071,128,"FAMILY DOLLAR, INC.",FAMILY DOLLAR # 8532
11071,130,"FAMILY DOLLAR, INC.",FAMILY DOLLAR
11071,136,"FAMILY DOLLAR, INC.","FAMILY DOLLAR, INC. # 11064"
11071,138,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE # 10729
11071,139,"FAMILY DOLLAR, INC.",FAMILY DOLLAR STORE # 10874
11071,142,"FAMILY DOLLAR, INC.","FAMILY DOLLAR, INC."
11071,143,"FAMILY DOLLAR, INC.","FAMILY DOLLAR, INC.STORE #11319"
11071,144,"FAMILY DOLLAR, INC.","FAMILY DOLLAR, INC"
11071,145,"FAMILY DOLLAR, INC.",FAMILY DOLLAR #31464
11075,3,DUFF & PHELPS INVESTMENT MANAGEMENT CO.,DUFF & PHELPS INVESTMENT MANAGEMENT CO.
11116,1,TOM 3' INC.,RABBITS
11120,1,"HAK SA, INC.",ATMOSPHERE
11123,1,SAN CORPORATION,STOP & GO FOOD MART
11126,1,JAY'S FOOD & LIQUOR INC,JAY'S FOOD & LIQUOR INC
11140,1,BRISTOL LIQUORS INC,BRISTOL LIQUORS INC
11175,2,"CESAR'S RESTAURANT, INC.",CESAR'S TACOS
11179,1,NOOKIES ON WELLS INC,NOOKIES ON WELLS INC
11180,1,FAST TRACK LIMITED,FAST TRACK LTD
11181,3,ROSA SALAZAR,SAN PEDRO FRUTERIA
11190,1,LA FLOR DE ACAPULCO INC,LA FLOR DE ACAPULCO INC
11197,5,"PSI MARKETING CONSULTANTS, INC.","PSI Marketing Consultants, Inc."
11210,1,OGIES FOOD INC.,"OGIES FOOD, INC"
11217,1,J & A LIQUOR INC.,J & A LIQUORS INC
11220,1,"DOG STOP, INCORPORATED",THE DOG STOP
11231,1,"CHICAGO MESSENGER SERVICE, INC.",CHICAGO MESSENGER SERVICE INC
11231,1,"CHICAGO MESSENGER SERVICE, INC.",CHICAGO MESSENGER SERVICE INC
11236,1,SIEGAL STEEL COMPANY,SIEGAL STEEL COMPANY
11237,1,"METRO FORD SALES & SERVICE, INC.",METRO FORD SALES & SERVICE INC
11239,1,"S & B FOOD & LIQUOR, INC.","S & B FOOD & LIQUORS, INC."
11240,2,SANDRA ZAVALA,LA ESPERANZA LAUNDRY
11244,1,VINCI LIMITED PARTNERSHIP,VINCI
11255,2,SPECTRA MERCHANDISING INT'L IN,SPECTRA MERCHANDISING INT'L
11260,1,"CRAWFORD STEEL CO., INC.",CRAWFORD STEEL COMPANY INC
11281,1,"SOUTHPORT LANES, INCOPORATED",SOUTHPORT LANES INC
11302,1,ARCO DE CUCHILLEROS INC,DS Fajita Factory
11319,1,EXXECU ENTERPRISE INC,SUBWAY SANDWICHES
11320,1,PLATT LUGGAGE INC,"PLATT LUGGAGE, INC."
11323,1,"DOUBLE HAPPINESS ENTERPRISES, INC.","DOUBLE HAPPINESS ENTERPRISES, INC."
11325,1,MAL-NAJ CORPORATION,MIDWAY GASMART / BP TOGO
11329,1,1111 WEST GRANVILLE CORP,GINO'S NORTH PIZZERIA
11335,1,BEVERLY SHEAR MANUFACTURING CORP,BEVERLY SHEAR MFG CORP
11375,2,JESUS VAZQUEZ,ALLENDE RESTAURANT
11375,4,JESUS VAZQUEZ,ALLENDE RESTAURANT #2
11389,1,"ROBERT & ALLEN'S REGENCY INN,  INC.",REGENCY INN
11391,1,THE LAST ACT COMPANY,CORCORAN'S GRILL & PUB
11395,1,"CEC ENTERTAINMENT, INC.",CHUCK 'E' CHEESE
11395,3,"CEC ENTERTAINMENT, INC.",CHUCK 'E' CHEESE'S
11400,1,FORTNIGHTLY OF CHICAGO,THE FORTNIGHTLY OF CHICAGO
11401,1,POLISH HIGHLANDERS ALLIANCE IN AMERICA,POLISH HIGHLANDERS ALLIANCE
11403,1,D & A INC,D & A INC
11426,1,O & K AMERICAN CORP,O & K AMERICAN CORP.
11434,1,ATOMOWELD INC,ATOMOWELD INC
11441,1,GILCOR CONSTRUCTION CORP,GILCOR CONSTRUCTION CORP.
11447,1,FIRST BUSINESS II INC,MR SUBMARINE
11448,1,"SUNNY & KARIM, INC.",KORDIAN'S MARKET
11449,2,"CAFE CAPPUCINO, INCORPORATED",FORNO ROSSO
11457,1,CHICAGO PIZZA AND OVEN GRINDER COMPANY,CHICAGO PIZZA & OVEN GRINDER
11459,1,"HOBO'S ON WELLS, INC.",SUITE LOUNGE
11464,1,ROSIER INC,PAR BIRDIE FOODS
11467,1,"AMERICAN SUGAR REFINING, INC.","American Sugar Refining, Inc."
11467,2,"AMERICAN SUGAR REFINING, INC.","American Sugar Refining, Inc."
11470,1,"WING SIGN CO., INC.",WING SIGN CO.
11496,1,"PINK KROKODILE CAFE, INC.",PINK KROKODILE CAFE
11504,1,SECURITY TRAINING CENTER INC,SECURITY TRAINING CENTER INC
11513,1,"CHEESECAKES BY JR, INC.",JR DESSERT BAKERY
11523,1,B G D & C CORPORATION,B G D & C CORPORATION
11528,1,130 SOUTH HALSTED CORPORATION,PEGASUS RESTAURANT & TAVERNA
11539,3,"PIONEER PARKING, INC.",PIONEER PARKING INC
11539,6,"PIONEER PARKING, INC.",PIONEER PARKING INC
11539,7,"PIONEER PARKING, INC.",PARKING
11539,7,"PIONEER PARKING, INC.",PARKING
11539,8,"PIONEER PARKING, INC.",PARKING
11539,8,"PIONEER PARKING, INC.",PARKING
11539,9,"PIONEER PARKING, INC.",PIONEER PARKING INC
11539,11,"PIONEER PARKING, INC.",PIONEER PARKING INC
11539,11,"PIONEER PARKING, INC.",PIONEER PARKING INC
11539,14,"PIONEER PARKING, INC.",PIONEER PARKING INC.
11539,14,"PIONEER PARKING, INC.",PIONEER PARKING INC.
11539,16,"PIONEER PARKING, INC.",PIONEER PARKING INC.
11561,4,"HENRI BENDEL, INC.","HENRI BENDEL, INC."
11569,2,"O'HARE MECHANICAL CONTRACTORS, INC.",O'HARE MECHANICAL CONTRACTORS
11572,4,CHICAGO BORN LOSERS MOTORCYCLE CLUB,CHICAGO BORN LOSERS MOTORCYCLE CLUB
11572,4,CHICAGO BORN LOSERS MOTORCYCLE CLUB,CHICAGO BORN LOSERS MOTORCYCLE CLUB
11583,1,MOY LEE CORP,MOY LEE RESTAURANT
11584,1,THE CONCORD RESTAURANT INC,SIDEKICKS
11588,1,EFFIE INC,EFFIE INC
11589,1,"DIALA GROCERY & LIQUOR, INC.",DIALA GROCERY
11594,1,"NSG, INC",CIRCLE G CONVENIENT STORE
11599,3,"HOPLEAF, INC.",HOPLEAF BAR
11600,1,"BLUE IRIS CAFE, INC.",TRADER TODD'S RESTAURANT & BAR
11600,1,"BLUE IRIS CAFE, INC.",TRADER TODD'S RESTAURANT & BAR
11603,1,"Kwik Mart 5500 W. Montrose, Inc.",KWIK MART INC
11604,2,"CHICAGO'S BLARNEY STONE, INC.",Chicago's Blarney Stone
